Id, Source, Target
515,0, 203
516,8, 35
517,19, 244
518,2, 267
519,12, 105
520,5, 245
521,20, 123
522,485, 502
523,74, 93
524,14, 220
525,194, 200
526,7, 276
527,207, 263
528,68, 198
529,147, 253
530,132, 215
531,58, 471
532,220, 343
533,83, 237
534,256, 500
535,123, 211
536,67, 297
537,31, 197
538,16, 275
539,52, 149
540,42, 496
541,52, 144
542,260, 350
543,345, 481
544,30, 229
545,120, 387
546,175, 476
547,90, 315
548,12, 228
549,164, 402
550,31, 75
551,39, 365
552,2, 288
553,29, 117
554,353, 482
555,4, 321
556,3, 334
557,3, 332
558,3, 330
559,113, 140
560,15, 501
561,114, 447
562,350, 432
563,125, 255
564,70, 287
565,2, 29
566,54, 128
567,36, 236
568,188, 310
569,78, 453
570,61, 383
571,10, 362
572,6, 8
573,1, 45
574,10, 368
575,315, 496
576,26, 133
577,124, 488
578,43, 310
579,73, 284
580,22, 60
581,56, 150
582,36, 121
583,28, 128
584,151, 283
585,4, 74
586,15, 85
587,41, 47
588,7, 35
589,43, 228
590,40, 262
591,11, 139
592,43, 223
593,11, 130
594,105, 136
595,18, 351
596,5, 417
597,18, 358
598,6, 166
599,6, 168
600,34, 113
601,59, 177
602,59, 174
603,43, 135
604,43, 63
605,137, 224
606,10, 417
607,8, 227
608,136, 294
609,200, 497
610,9, 43
611,37, 116
612,410, 420
613,17, 125
614,6, 11
615,6, 13
616,6, 14
617,6, 16
618,6, 18
619,6, 19
620,17, 67
621,17, 65
622,12, 448
623,4, 143
624,55, 171
625,125, 355
626,62, 260
627,8, 15
628,147, 486
629,34, 241
630,34, 248
631,198, 432
632,55, 193
633,239, 318
634,30, 457
635,7, 306
636,244, 400
637,210, 419
638,131, 224
639,37, 39
640,20, 286
641,48, 475
642,19, 308
643,19, 305
644,309, 412
645,1, 263
646,58, 261
647,99, 366
648,27, 278
649,1, 111
650,42, 104
651,349, 459
652,149, 156
653,71, 240
654,22, 159
655,1, 282
656,71, 249
657,41, 292
658,405, 466
659,7, 243
660,171, 337
661,344, 405
662,7, 247
663,7, 246
664,112, 274
665,30, 163
666,104, 438
667,284, 339
668,6, 281
669,73, 361
670,264, 394
671,138, 222
672,227, 400
673,117, 157
674,16, 201
675,16, 204
676,215, 324
677,70, 78
678,0, 239
679,82, 161
680,39, 376
681,169, 211
682,81, 214
683,219, 348
684,31, 69
685,158, 367
686,63, 216
687,450, 493
688,38, 461
689,45, 178
690,98, 466
691,29, 102
692,75, 129
693,4, 335
694,74, 370
695,0, 345
696,132, 233
697,91, 349
698,2, 145
699,125, 243
700,290, 464
701,47, 257
702,48, 191
703,48, 195
704,19, 216
705,3, 217
706,170, 259
707,212, 397
708,377, 399
709,143, 354
710,53, 64
711,91, 394
712,25, 61
713,1, 52
714,25, 67
715,25, 65
716,423, 440
717,74, 208
718,42, 72
719,286, 489
720,35, 335
721,36, 114
722,170, 416
723,276, 490
724,48, 288
725,289, 367
726,61, 282
727,28, 138
728,61, 286
729,28, 137
730,41, 55
731,50, 406
732,170, 324
733,134, 165
734,10, 227
735,10, 222
736,290, 417
737,54, 244
738,94, 145
739,94, 148
740,43, 234
741,10, 12
742,10, 16
743,10, 17
744,10, 14
745,0, 5
746,142, 238
747,10, 18
748,0, 7
749,56, 213
750,6, 170
751,278, 316
752,193, 449
753,16, 72
754,12, 374
755,242, 343
756,17, 488
757,73, 87
758,8, 219
759,172, 427
760,172, 421
761,43, 123
762,145, 159
763,9, 50
764,9, 53
765,9, 54
766,53, 317
767,49, 409
768,17, 132
769,191, 495
770,15, 395
771,273, 331
772,8, 360
773,50, 222
774,5, 241
775,81, 176
776,37, 387
777,30, 41
778,96, 190
779,3, 463
780,64, 341
781,312, 347
782,1, 279
783,17, 151
784,91, 284
785,1, 271
786,1, 273
787,1, 277
788,96, 226
789,96, 221
790,120, 130
791,96, 229
792,1, 109
793,251, 309
794,1, 291
795,12, 123
796,12, 122
797,19, 42
798,20, 383
799,356, 483
800,104, 126
801,25, 500
802,432, 494
803,31, 214
804,118, 192
805,0, 120
806,75, 485
807,36, 439
808,1, 487
809,73, 377
810,183, 450
811,64, 120
812,98, 156
813,98, 277
814,118, 449
815,60, 94
816,9, 293
817,9, 290
818,9, 291
819,301, 498
820,110, 499
821,45, 504
822,39, 303
823,36, 323
824,16, 430
825,70, 353
826,16, 434
827,30, 244
828,133, 199
829,11, 446
830,31, 50
831,15, 100
832,11, 443
833,98, 471
834,156, 178
835,4, 348
836,35, 186
837,168, 296
838,50, 52
839,72, 322
840,90, 200
841,177, 354
842,0, 356
843,0, 357
844,113, 163
845,271, 388
846,2, 152
847,52, 73
848,23, 207
849,189, 270
850,2, 43
851,2, 47
852,73, 114
853,82, 99
854,59, 75
855,253, 470
856,66, 345
857,97, 480
858,0, 171
859,0, 174
860,97, 486
861,4, 5
862,4, 6
863,4, 8
864,4, 9
865,74, 210
866,170, 401
867,51, 78
868,267, 381
869,4, 56
870,114, 375
871,4, 53
872,18, 199
873,14, 28
874,54, 106
875,0, 80
876,14, 20
877,13, 185
878,134, 179
879,329, 378
880,7, 59
881,0, 86
882,69, 246
883,10, 27
884,10, 26
885,10, 25
886,10, 22
887,10, 21
888,10, 20
889,6, 105
890,9, 154
891,16, 43
892,16, 42
893,8, 202
894,10, 433
895,91, 188
896,45, 66
897,1, 83
898,4, 100
899,10, 125
900,10, 124
901,40, 338
902,76, 280
903,7, 432
904,17, 44
905,205, 346
906,411, 430
907,195, 200
908,40, 284
909,6, 39
910,307, 387
911,183, 299
912,0, 458
913,53, 255
914,53, 250
915,34, 261
916,351, 465
917,19, 337
918,71, 425
919,34, 267
920,203, 298
921,55, 222
922,12, 481
923,312, 352
924,18, 403
925,12, 338
926,32, 102
927,254, 332
928,64, 356
929,231, 499
930,22, 482
931,28, 474
932,75, 437
933,34, 317
934,209, 456
935,1, 139
936,1, 138
937,154, 295
938,171, 321
939,108, 346
940,86, 319
941,43, 277
942,37, 392
943,9, 117
944,9, 333
945,92, 176
946,95, 408
947,9, 339
948,284, 313
949,108, 236
950,81, 347
951,226, 383
952,354, 355
953,52, 113
954,22, 141
955,71, 352
956,291, 428
957,26, 437
958,16, 228
959,19, 292
960,258, 463
961,16, 155
962,330, 420
963,0, 219
964,304, 455
965,0, 215
966,108, 374
967,30, 259
968,83, 469
969,123, 313
970,14, 365
971,256, 425
972,271, 429
973,156, 385
974,349, 389
975,312, 454
976,13, 88
977,4, 353
978,4, 504
979,2, 163
980,339, 467
981,2, 160
982,11, 380
983,125, 268
984,73, 124
985,161, 440
986,2, 72
987,2, 70
988,114, 414
989,33, 497
990,2, 46
991,23, 216
992,60, 233
993,21, 116
994,401, 421
995,24, 445
996,66, 87
997,107, 341
998,125, 196
999,35, 287
1000,10, 335
1001,43, 328
1002,13, 217
1003,23, 63
1004,56, 462
1005,23, 68
1006,321, 396
1007,5, 135
1008,185, 237
1009,40, 187
1010,40, 181
1011,4, 47
1012,15, 55
1013,4, 48
1014,77, 333
1015,18, 188
1016,242, 290
1017,36, 104
1018,51, 427
1019,134, 146
1020,10, 202
1021,3, 4
1022,11, 364
1023,59, 68
1024,10, 30
1025,10, 34
1026,10, 36
1027,100, 265
1028,6, 118
1029,7, 89
1030,12, 446
1031,10, 116
1032,10, 447
1033,79, 79
1034,16, 57
1035,10, 118
1036,115, 243
1037,1, 99
1038,211, 327
1039,1, 95
1040,43, 104
1041,132, 134
1042,28, 268
1043,6, 28
1044,6, 21
1045,6, 22
1046,1, 457
1047,136, 426
1048,5, 443
1049,55, 253
1050,199, 203
1051,12, 497
1052,227, 301
1053,64, 76
1054,13, 290
1055,179, 434
1056,120, 332
1057,206, 218
1058,2, 427
1059,11, 13
1060,11, 12
1061,19, 111
1062,1, 121
1063,19, 441
1064,441, 445
1065,80, 341
1066,12, 141
1067,285, 465
1068,12, 147
1069,74, 421
1070,33, 149
1071,116, 478
1072,132, 495
1073,62, 169
1074,9, 107
1075,87, 408
1076,104, 178
1077,90, 135
1078,181, 318
1079,30, 465
1080,81, 404
1081,22, 217
1082,32, 293
1083,112, 338
1084,7, 122
1085,7, 120
1086,16, 239
1087,19, 289
1088,284, 356
1089,64, 434
1090,16, 237
1091,30, 264
1092,16, 415
1093,16, 142
1094,0, 201
1095,0, 202
1096,104, 107
1097,31, 33
1098,181, 409
1099,98, 357
1100,36, 349
1101,177, 198
1102,4, 188
1103,4, 180
1104,38, 458
1105,156, 157
1106,33, 98
1107,88, 256
1108,0, 374
1109,7, 468
1110,52, 250
1111,0, 372
1112,176, 456
1113,2, 171
1114,52, 59
1115,2, 63
1116,256, 325
1117,259, 307
1118,2, 373
1119,2, 66
1120,113, 296
1121,42, 400
1122,23, 221
1123,97, 130
1124,271, 343
1125,0, 153
1126,253, 289
1127,3, 242
1128,18, 31
1129,48, 129
1130,18, 36
1131,50, 106
1132,10, 326
1133,23, 76
1134,23, 77
1135,1, 343
1136,21, 367
1137,4, 364
1138,88, 105
1139,56, 408
1140,43, 209
1141,35, 386
1142,169, 345
1143,8, 175
1144,134, 395
1145,50, 436
1146,22, 58
1147,11, 172
1148,11, 178
1149,6, 347
1150,451, 494
1151,217, 435
1152,18, 310
1153,151, 157
1154,193, 437
1155,100, 279
1156,56, 246
1157,56, 245
1158,10, 452
1159,121, 441
1160,16, 21
1161,10, 458
1162,5, 305
1163,204, 245
1164,211, 330
1165,246, 340
1166,205, 362
1167,1, 9
1168,53, 182
1169,9, 81
1170,9, 84
1171,46, 50
1172,336, 470
1173,63, 405
1174,50, 211
1175,24, 167
1176,25, 204
1177,200, 336
1178,55, 337
1179,24, 26
1180,103, 277
1181,112, 431
1182,96, 434
1183,1, 485
1184,166, 173
1185,312, 331
1186,3, 98
1187,20, 249
1188,20, 248
1189,179, 402
1190,1, 6
1191,3, 96
1192,2, 425
1193,28, 329
1194,25, 113
1195,145, 486
1196,41, 125
1197,143, 473
1198,239, 455
1199,137, 398
1200,295, 311
1201,19, 124
1202,67, 311
1203,376, 413
1204,0, 188
1205,194, 474
1206,9, 483
1207,9, 482
1208,12, 28
1209,12, 25
1210,12, 26
1211,12, 20
1212,12, 23
1213,147, 449
1214,45, 69
1215,16, 397
1216,41, 272
1217,354, 379
1218,28, 82
1219,174, 182
1220,47, 481
1221,166, 196
1222,14, 162
1223,7, 112
1224,52, 136
1225,35, 36
1226,52, 133
1227,41, 303
1228,64, 422
1229,27, 148
1230,338, 360
1231,166, 229
1232,14, 384
1233,71, 91
1234,111, 257
1235,1, 81
1236,0, 307
1237,4, 171
1238,52, 269
1239,117, 362
1240,148, 377
1241,2, 342
1242,5, 7
1243,2, 95
1244,114, 441
1245,2, 90
1246,5, 8
1247,2, 92
1248,2, 93
1249,104, 290
1250,92, 438
1251,63, 386
1252,110, 115
1253,63, 380
1254,97, 109
1255,3, 252
1256,23, 418
1257,38, 152
1258,48, 134
1259,48, 137
1260,23, 42
1261,23, 44
1262,125, 330
1263,94, 451
1264,18, 169
1265,15, 73
1266,3, 66
1267,15, 71
1268,114, 320
1269,56, 413
1270,54, 359
1271,22, 40
1272,124, 189
1273,24, 393
1274,12, 67
1275,356, 473
1276,94, 185
1277,11, 181
1278,11, 346
1279,350, 396
1280,15, 261
1281,25, 323
1282,29, 311
1283,134, 235
1284,130, 151
1285,109, 218
1286,417, 489
1287,134, 239
1288,125, 156
1289,204, 274
1290,102, 414
1291,10, 484
1292,15, 192
1293,135, 412
1294,205, 391
1295,28, 200
1296,230, 474
1297,24, 374
1298,55, 307
1299,55, 477
1300,1, 494
1301,34, 212
1302,1, 321
1303,7, 375
1304,222, 260
1305,18, 439
1306,20, 270
1307,53, 282
1308,25, 101
1309,9, 91
1310,9, 92
1311,34, 435
1312,137, 387
1313,349, 378
1314,1, 148
1315,93, 134
1316,2, 402
1317,11, 38
1318,132, 351
1319,9, 495
1320,44, 47
1321,44, 49
1322,120, 263
1323,9, 126
1324,9, 127
1325,32, 76
1326,37, 184
1327,32, 73
1328,12, 38
1329,144, 325
1330,58, 127
1331,12, 31
1332,26, 66
1333,9, 301
1334,7, 100
1335,93, 223
1336,96, 379
1337,244, 252
1338,269, 306
1339,280, 390
1340,144, 149
1341,19, 134
1342,13, 492
1343,13, 490
1344,75, 356
1345,258, 459
1346,110, 472
1347,70, 315
1348,16, 161
1349,71, 87
1350,71, 80
1351,74, 442
1352,36, 363
1353,174, 442
1354,11, 406
1355,87, 472
1356,0, 78
1357,0, 79
1358,75, 90
1359,129, 150
1360,0, 313
1361,35, 498
1362,84, 276
1363,4, 146
1364,52, 276
1365,21, 39
1366,104, 338
1367,12, 489
1368,39, 458
1369,92, 410
1370,161, 499
1371,213, 228
1372,264, 303
1373,2, 83
1374,2, 80
1375,28, 51
1376,52, 306
1377,85, 97
1378,162, 407
1379,212, 503
1380,91, 320
1381,23, 179
1382,97, 443
1383,84, 308
1384,43, 372
1385,286, 479
1386,206, 475
1387,355, 448
1388,206, 477
1389,117, 224
1390,15, 177
1391,4, 389
1392,4, 385
1393,50, 97
1394,18, 158
1395,94, 242
1396,14, 69
1397,4, 92
1398,4, 93
1399,60, 118
1400,4, 192
1401,10, 273
1402,170, 177
1403,11, 198
1404,146, 480
1405,136, 341
1406,11, 191
1407,193, 378
1408,11, 353
1409,56, 262
1410,69, 281
1411,197, 453
1412,89, 240
1413,172, 447
1414,121, 420
1415,10, 479
1416,178, 300
1417,10, 473
1418,59, 391
1419,255, 388
1420,15, 60
1421,43, 399
1422,10, 490
1423,77, 101
1424,195, 240
1425,236, 278
1426,5, 189
1427,14, 85
1428,14, 86
1429,109, 373
1430,390, 462
1431,118, 375
1432,62, 205
1433,385, 426
1434,55, 310
1435,0, 4
1436,6, 99
1437,0, 6
1438,1, 318
1439,17, 250
1440,0, 1
1441,0, 2
1442,0, 3
1443,1, 313
1444,0, 9
1445,7, 361
1446,7, 362
1447,254, 466
1448,13, 460
1449,109, 152
1450,10, 83
1451,25, 460
1452,10, 84
1453,326, 449
1454,50, 162
1455,416, 420
1456,143, 147
1457,42, 471
1458,22, 467
1459,12, 197
1460,11, 26
1461,32, 172
1462,12, 190
1463,0, 89
1464,308, 399
1465,266, 321
1466,0, 81
1467,17, 329
1468,213, 232
1469,37, 204
1470,53, 388
1471,12, 201
1472,141, 250
1473,335, 366
1474,132, 264
1475,206, 314
1476,55, 262
1477,58, 111
1478,119, 464
1479,41, 210
1480,79, 322
1481,69, 91
1482,96, 361
1483,291, 422
1484,9, 448
1485,144, 175
1486,359, 455
1487,376, 503
1488,13, 86
1489,20, 32
1490,199, 493
1491,1, 173
1492,132, 384
1493,1, 179
1494,324, 467
1495,174, 477
1496,9, 206
1497,13, 62
1498,455, 502
1499,113, 335
1500,56, 139
1501,132, 136
1502,30, 294
1503,16, 110
1504,132, 135
1505,9, 208
1506,63, 278
1507,2, 219
1508,16, 280
1509,220, 227
1510,75, 143
1511,73, 254
1512,256, 273
1513,75, 89
1514,111, 232
1515,201, 267
1516,0, 60
1517,104, 109
1518,110, 283
1519,4, 159
1520,60, 71
1521,20, 49
1522,4, 154
1523,20, 45
1524,79, 423
1525,104, 320
1526,113, 246
1527,125, 226
1528,2, 328
1529,291, 359
1530,9, 504
1531,76, 96
1532,82, 491
1533,26, 499
1534,47, 68
1535,54, 193
1536,0, 183
1537,23, 161
1538,177, 235
1539,43, 368
1540,0, 435
1541,137, 453
1542,11, 210
1543,0, 410
1544,35, 155
1545,43, 64
1546,35, 153
1547,4, 398
1548,43, 132
1549,42, 382
1550,151, 234
1551,56, 475
1552,2, 382
1553,0, 503
1554,0, 501
1555,48, 207
1556,106, 445
1557,249, 426
1558,5, 39
1559,78, 110
1560,86, 430
1561,77, 484
1562,43, 492
1563,172, 195
1564,69, 85
1565,149, 469
1566,6, 398
1567,6, 428
1568,268, 466
1569,6, 393
1570,43, 146
1571,43, 144
1572,62, 180
1573,3, 297
1574,409, 414
1575,126, 284
1576,4, 84
1577,74, 285
1578,22, 344
1579,249, 331
1580,7, 487
1581,53, 170
1582,54, 405
1583,46, 64
1584,109, 307
1585,109, 308
1586,100, 339
1587,5, 220
1588,27, 29
1589,316, 370
1590,46, 281
1591,69, 299
1592,50, 485
1593,6, 88
1594,3, 48
1595,105, 345
1596,49, 142
1597,17, 249
1598,3, 40
1599,18, 451
1600,7, 397
1601,18, 456
1602,206, 254
1603,263, 272
1604,263, 279
1605,10, 90
1606,10, 94
1607,143, 154
1608,19, 395
1609,12, 187
1610,143, 158
1611,68, 283
1612,11, 56
1613,7, 419
1614,17, 336
1615,347, 389
1616,116, 230
1617,5, 126
1618,64, 274
1619,5, 407
1620,46, 87
1621,5, 403
1622,5, 129
1623,295, 457
1624,171, 220
1625,164, 242
1626,119, 251
1627,80, 416
1628,37, 305
1629,7, 164
1630,251, 270
1631,264, 412
1632,166, 411
1633,64, 473
1634,144, 161
1635,71, 120
1636,48, 77
1637,1, 163
1638,19, 155
1639,198, 326
1640,9, 215
1641,113, 324
1642,201, 470
1643,111, 115
1644,29, 57
1645,199, 447
1646,281, 381
1647,281, 385
1648,2, 209
1649,16, 291
1650,2, 203
1651,63, 237
1652,228, 350
1653,140, 363
1654,67, 184
1655,104, 137
1656,111, 206
1657,14, 289
1658,21, 52
1659,4, 128
1660,21, 54
1661,322, 329
1662,448, 492
1663,20, 440
1664,283, 444
1665,21, 141
1666,250, 377
1667,21, 144
1668,28, 77
1669,113, 122
1670,417, 425
1671,28, 79
1672,4, 236
1673,4, 231
1674,193, 286
1675,193, 288
1676,286, 413
1677,63, 165
1678,4, 452
1679,88, 147
1680,53, 410
1681,35, 127
1682,40, 488
1683,242, 478
1684,97, 266
1685,185, 264
1686,6, 252
1687,10, 259
1688,22, 90
1689,22, 97
1690,22, 94
1691,193, 350
1692,61, 309
1693,365, 494
1694,77, 271
1695,0, 195
1696,78, 102
1697,39, 491
1698,11, 330
1699,77, 296
1700,2, 3
1701,2, 6
1702,2, 7
1703,2, 4
1704,2, 8
1705,162, 417
1706,97, 317
1707,178, 322
1708,1, 29
1709,24, 218
1710,19, 35
1711,56, 446
1712,13, 407
1713,24, 31
1714,24, 37
1715,49, 88
1716,53, 145
1717,176, 212
1718,69, 377
1719,86, 206
1720,15, 305
1721,224, 227
1722,176, 184
1723,136, 459
1724,76, 317
1725,5, 231
1726,56, 390
1727,5, 233
1728,136, 450
1729,85, 118
1730,204, 441
1731,105, 424
1732,137, 463
1733,20, 207
1734,86, 286
1735,3, 57
1736,12, 350
1737,12, 352
1738,13, 245
1739,7, 380
1740,183, 344
1741,273, 435
1742,384, 389
1743,76, 226
1744,8, 440
1745,41, 181
1746,120, 384
1747,1, 202
1748,9, 24
1749,9, 25
1750,64, 265
1751,3, 502
1752,454, 483
1753,17, 340
1754,171, 183
1755,17, 347
1756,69, 404
1757,26, 136
1758,9, 179
1759,120, 252
1760,5, 144
1761,1, 372
1762,1, 376
1763,121, 194
1764,152, 180
1765,90, 359
1766,30, 108
1767,294, 308
1768,16, 351
1769,16, 354
1770,16, 357
1771,35, 71
1772,35, 70
1773,35, 74
1774,7, 158
1775,29, 291
1776,7, 153
1777,243, 433
1778,48, 65
1779,96, 292
1780,231, 414
1781,407, 493
1782,9, 223
1783,19, 217
1784,19, 213
1785,10, 487
1786,13, 46
1787,52, 443
1788,19, 187
1789,4, 486
1790,81, 298
1791,174, 256
1792,81, 295
1793,2, 235
1794,343, 409
1795,215, 231
1796,75, 418
1797,111, 213
1798,201, 241
1799,111, 214
1800,111, 215
1801,70, 212
1802,104, 304
1803,248, 391
1804,47, 301
1805,47, 300
1806,4, 131
1807,23, 360
1808,113, 269
1809,86, 336
1810,30, 320
1811,73, 185
1812,298, 312
1813,275, 455
1814,439, 468
1815,16, 133
1816,0, 451
1817,4, 225
1818,0, 454
1819,87, 119
1820,54, 175
1821,187, 253
1822,95, 110
1823,0, 292
1824,177, 219
1825,122, 194
1826,177, 213
1827,82, 101
1828,36, 193
1829,36, 196
1830,13, 205
1831,70, 186
1832,111, 369
1833,281, 358
1834,3, 189
1835,259, 346
1836,60, 140
1837,54, 316
1838,48, 269
1839,102, 181
1840,55, 76
1841,20, 490
1842,36, 267
1843,57, 339
1844,94, 306
1845,15, 223
1846,162, 170
1847,15, 225
1848,12, 133
1849,10, 334
1850,125, 199
1851,52, 479
1852,1, 37
1853,1, 33
1854,42, 45
1855,56, 457
1856,180, 376
1857,15, 37
1858,10, 333
1859,52, 477
1860,15, 30
1861,18, 279
1862,206, 501
1863,137, 295
1864,18, 271
1865,53, 480
1866,1, 3
1867,1, 2
1868,1, 5
1869,1, 4
1870,1, 7
1871,18, 276
