Id,Source,Target
249,55,1455
250,55,4161
251,55,4684
252,56,1554
253,56,3863
254,56,4231
255,57,872
256,57,1073
257,57,2096
258,57,2535
259,57,3585
260,57,3646
261,57,3696
262,58,1120
263,58,3886
264,59,145
265,59,3187
266,59,3791
267,60,67
268,60,1944
269,60,2307
270,60,2876
271,60,4996
272,61,1438
273,61,4579
274,61,4763
275,62,1450
276,62,1687
277,63,3421
278,64,170
279,64,1008
280,64,1237
281,64,1409
282,64,2769
283,64,3186
284,65,1412
285,65,1669
286,65,3408
287,65,3545
288,66,849
289,66,2737
290,67,351
291,67,2113
292,67,2329
293,67,2375
294,67,2808
295,67,2863
296,68,2292
297,68,3191
298,68,3517
299,68,4874
300,69,248
301,69,452
302,69,1891
303,69,2200
304,69,2858
305,69,3149
306,69,3446
307,70,1037
308,70,1792
309,70,3361
310,70,4235
311,70,4239
312,70,4670
313,71,130
314,71,448
315,71,586
316,71,1325
317,71,1604
318,71,2679
319,72,2004
320,72,2995
321,72,3656
322,72,3922
323,72,4565
324,73,312
325,73,985
326,73,1090
327,73,1957
328,73,2908
329,73,3653
330,73,4908
331,74,4498
332,75,471
333,75,2286
334,75,2309
335,75,2943
336,75,3135
337,75,3232
338,75,3397
339,76,1622
340,76,2610
341,76,3005
342,76,4349
343,77,1884
344,77,2235
345,77,2321
346,77,3198
347,77,4584
348,78,935
349,78,2162
350,78,3699
351,78,4045
352,78,4080
353,78,4242
354,79,482
355,79,1601
356,79,1666
357,79,2537
358,79,3451
359,79,4825
360,80,339
361,81,2359
362,81,2660
363,81,3593
364,81,3598
365,81,4388
366,81,4510
367,81,4920
368,82,3572
369,82,4092
370,83,416
371,83,627
372,83,635
373,83,1967
374,83,2919
375,83,3143
376,84,356
377,84,493
378,84,553
379,84,1992
380,84,3859
381,85,377
382,85,1600
383,85,1668
384,85,4098
385,85,4570
386,86,1698
387,86,2850
388,86,3321
389,86,3893
390,86,4764
391,87,1493
392,87,3708
393,87,4235
394,87,4392
395,87,4606
396,88,230
397,88,385
398,88,786
399,88,3287
400,88,3952
401,88,4119
402,88,4817
403,88,4851
404,89,237
405,89,3250
406,90,1482
407,90,2046
408,91,380
409,91,523
410,91,1081
411,91,1446
412,92,1779
413,92,2497
414,92,4598
415,93,546
416,93,1026
417,93,1760
418,93,3380
419,93,4196
420,94,336
421,94,694
422,94,1849
423,94,2845
424,94,3412
425,94,3626
426,94,4892
427,95,183
428,95,258
429,95,487
430,95,883
431,95,2241
432,95,4745
433,95,4844
434,96,546
435,96,1116
436,96,1514
437,96,2941
438,96,2982
439,96,3461
440,96,3927
441,96,4929
442,97,3174
443,97,3958
444,98,215
445,98,559
446,98,891
447,98,1316
448,98,2818
449,99,1242
450,99,1694
451,99,1715
452,99,1810
453,99,2760
454,99,2845
455,99,3179
456,99,3646
457,100,235
458,100,4480
459,101,2060
460,101,2955
461,101,3197
462,102,628
463,102,2798
464,102,3978
465,103,1573
466,103,2311
467,103,3976
468,103,4566
469,104,310
470,104,905
471,104,2042
472,104,2557
473,104,3061
474,104,3112
475,104,3536
476,104,4734
477,105,1055
478,105,1618
479,105,2701
480,105,3053
481,105,4453
482,106,381
483,106,529
484,106,3405
485,106,4792
486,107,817
487,107,2569
488,107,3500
489,107,4080
490,108,213
491,108,375
492,108,1343
493,108,2431
494,108,3422
495,108,4533
496,108,4553
497,108,4857
498,109,3375
499,110,1097
500,110,2701
501,110,4182
502,110,4289
503,110,4703
504,111,691
505,111,815
506,111,1838
507,111,2731
508,111,2752
509,112,393
510,112,544
511,112,772
512,112,1259
513,112,1614
514,112,2994
515,112,3304
516,112,3437
517,112,3891
518,113,704
519,113,1706
520,113,2152
521,114,4873
522,115,579
523,115,720
524,115,733
525,115,1120
526,115,2363
527,115,2740
528,116,1007
529,116,1914
530,116,2423
531,116,2647
532,116,4261
533,117,142
534,117,1006
535,117,1376
536,117,1489
537,117,1549
538,117,1935
539,117,4814
540,117,4830
541,118,296
542,118,375
543,118,1176
544,118,1739
545,118,2407
546,118,4570
547,119,2674
548,119,3338
549,119,3926
550,120,239
551,120,892
552,120,1904
553,120,3153
554,120,3408
555,120,4013
556,121,1099
557,121,2582
558,121,3043
559,122,2195
560,122,2297
561,122,3125
562,123,1607
563,123,2772
564,123,3822
565,124,127
566,124,795
567,124,3273
568,125,229
569,125,2550
570,125,3982
571,125,4087
572,126,204
573,126,1337
574,126,2516
575,127,1426
576,127,4149
577,127,4494
578,128,422
579,128,1589
580,128,1887
581,128,2365
582,128,2669
583,128,3019
584,129,594
585,129,847
586,129,4288
587,129,4821
588,130,202
589,130,257
590,130,503
591,130,837
592,130,1534
593,130,1539
594,130,2710
595,130,2788
596,130,2837
597,130,3501
598,130,4733
599,130,4931
600,131,1908
601,131,2237
602,131,2520
603,132,2913
604,132,3189
605,132,3761
606,132,4511
607,132,4832
608,133,1470
609,133,1544
610,133,1637
611,133,2389
612,134,329
613,134,602
614,134,1290
615,134,2665
616,135,819
617,135,2086
618,135,2281
619,135,3084
620,135,3138
621,135,4329
622,135,4563
623,136,1177
624,136,1213
625,136,1677
626,136,2379
627,136,3148
628,136,3510
629,136,3681
630,136,3851
631,136,4516
632,137,1439
633,137,4461
634,137,4580
635,137,4617
636,138,2375
637,138,2724
638,138,3202
639,138,4648
640,138,4754
641,138,4772
642,139,633
643,139,1657
644,139,1717
645,139,1868
646,139,1939
647,139,2360
648,139,3204
649,139,3605
650,139,4023
651,139,4375
652,140,234
653,140,674
654,140,874
655,140,971
656,140,1633
657,140,3159
658,140,3688
659,141,3732
660,141,4315
661,142,166
662,142,1538
663,142,2625
664,142,3202
665,143,1459
666,143,2051
667,143,2611
668,143,4773
669,144,2389
670,144,3028
671,144,4974
672,145,237
673,145,1721
674,145,2249
675,145,3343
676,145,4235
677,146,260
678,146,634
679,146,785
680,146,2782
681,146,3102
682,146,3356
683,146,3538
684,146,4822
685,147,1155
686,147,1727
687,147,2877
688,147,3626
689,147,3946
690,148,678
691,148,923
692,148,3880
693,149,871
694,149,1270
695,149,1399
696,149,1706
697,149,3485
698,149,3665
699,149,3666
700,149,4853
701,150,694
702,150,962
703,150,2717
704,150,2818
705,151,291
706,151,820
707,151,1385
708,151,1427
709,151,1551
710,151,1596
711,151,1748
712,151,2042
713,151,4025
714,152,267
715,152,1896
716,152,2549
717,152,3970
718,153,996
719,153,4572
720,153,4998
721,154,1034
722,154,2618
723,154,2772
724,154,3687
725,154,4632
726,155,702
727,155,4313
728,155,4817
729,156,567
730,156,2242
731,156,2906
732,156,3259
733,156,4273
734,156,4359
735,156,4489
736,157,2592
737,157,2678
738,157,4761
739,158,1163
740,158,3652
741,158,4174
742,158,4266
743,159,1702
744,159,1785
745,159,2090
746,159,2921
747,159,3243
748,159,4000
749,160,857
750,160,4183
751,160,4334
752,162,1970
753,162,2553
754,162,2661
755,162,3688
756,162,3884
757,163,938
758,163,1470
759,163,2678
760,163,2820
761,163,3531
762,163,3564
763,164,1427
764,164,1802
765,164,2652
766,164,2839
767,164,3136
768,164,3569
769,164,4893
770,165,1158
771,165,1410
772,165,2881
773,165,4751
774,166,342
775,166,664
776,166,787
777,166,849
778,166,970
779,166,3836
780,167,302
781,167,312
782,167,2994
783,167,3072
784,167,4515
785,168,351
786,168,2175
787,168,2351
788,168,3155
789,168,3588
790,168,4906
791,169,2433
792,169,3095
793,169,3652
794,170,313
795,170,2220
796,170,3599
797,171,1427
798,171,1483
799,171,3348
800,171,3589
801,172,2348
802,172,2369
803,172,2416
804,172,2519
805,173,174
806,173,1829
807,173,2296
808,174,2099
809,174,2159
810,174,2334
811,174,2645
812,175,424
813,175,2518
814,175,3829
815,176,262
816,176,1903
817,176,2257
818,176,2313
819,176,3653
820,176,3857
821,176,4042
822,177,465
823,177,1429
824,177,2247
825,177,2274
826,177,2759
827,177,3347
828,177,3423
829,177,4355
830,177,4752
831,177,4785
832,178,1603
833,178,1650
834,178,1791
835,178,3949
836,178,4900
837,179,336
838,179,1117
839,179,1292
840,179,1524
841,179,3967
842,180,593
843,180,805
844,180,2809
845,180,3458
846,181,607
847,181,964
848,181,1136
849,181,1274
850,181,1864
851,181,1953
852,181,2864
853,181,3141
854,181,3823
855,182,1203
856,182,2413
857,182,4002
858,182,4540
859,182,4911
860,183,2069
861,183,4857
862,184,837
863,184,1541
864,185,1034
865,185,1979
866,185,3144
867,185,4170
868,185,4353
869,185,4708
870,186,1242
871,186,1597
872,186,2186
873,186,4325
874,186,4426
875,187,556
876,188,1130
877,188,2597
878,188,3119
879,188,3755
880,188,3930
881,189,1455
882,189,2060
883,189,2299
884,190,262
885,190,317
886,190,1079
887,190,1504
888,190,1992
889,190,2097
890,190,3231
891,190,4936
892,191,1344
893,191,1974
894,191,2538
895,191,4062
896,191,4202
897,192,306
898,192,491
899,192,585
900,192,742
901,192,3400
902,192,4024
903,192,4302
904,193,686
905,193,1040
906,193,1155
907,193,1820
908,193,2547
909,193,4177
910,194,485
911,194,829
912,194,845
913,194,2086
914,194,2162
915,195,1624
916,195,2816
917,195,4595
918,195,4663
919,196,2499
920,196,2514
921,196,2750
922,196,3095
923,196,4098
924,196,4899
925,197,2204
926,197,4310
927,197,4582
928,198,796
929,198,840
930,198,4353
931,199,1472
932,199,1980
933,199,4444
934,199,4948
935,200,1692
936,200,2418
937,200,2507
938,200,3152
939,200,3300
940,200,4926
941,201,989
942,201,2811
943,201,2931
944,201,3094
945,201,4372
946,202,606
947,202,3675
948,202,4620
949,203,385
950,203,1200
951,203,3002
952,203,4681
953,204,1247
954,204,3160
955,204,4090
956,204,4217
957,205,217
958,205,1888
959,205,2646
960,205,4462
961,206,1786
962,206,1833
963,206,3102
964,206,4107
965,206,4197
966,207,1149
967,208,1196
968,208,3256
969,209,853
970,209,937
971,209,2297
972,209,2367
973,209,3020
974,209,3041
975,209,3649
976,209,4878
977,210,453
978,210,2007
979,210,2497
980,210,2568
981,210,4701
982,211,327
983,211,526
984,211,825
985,211,2304
986,211,3947
987,211,4498
988,212,291
989,212,778
990,212,1312
991,212,3711
992,213,2740
993,213,3756
994,213,4613
995,213,4990
996,214,1905
997,214,3315
998,214,4408
999,214,4739
1000,215,3138
1001,215,3826
1002,216,797
1003,216,1414
1004,217,1617
1005,217,3568
1006,217,4911
1007,218,574
1008,218,1351
1009,218,1676
1010,219,2163
1011,219,2325
1012,219,3725
1013,220,584
1014,220,770
1015,220,1115
1016,220,1176
1017,220,2043
1018,220,3926
1019,220,4099
1020,221,843
1021,221,2313
1022,221,4267
1023,222,1700
1024,222,2093
1025,223,542
1026,223,637
1027,223,1031
1028,223,2694
1029,223,3398
1030,223,4096
1031,223,4565
1032,223,4912
1033,224,843
1034,224,1523
1035,224,1532
1036,224,2870
1037,224,3139
1038,225,1143
1039,225,2306
1040,225,2919
1041,225,3092
1042,225,4502
1043,226,363
1044,226,3100
1045,226,3121
1046,227,1063
1047,227,3347
1048,227,3717
1049,228,3098
1050,228,3952
1051,228,4141
1052,229,637
1053,229,2875
1054,229,3119
1055,229,3634
1056,230,290
1057,230,1388
1058,230,2425
1059,230,2898
1060,230,3390
1061,230,4451
1062,231,284
1063,231,3681
1064,231,4796
1065,232,1772
1066,232,3192
1067,232,3710
1068,232,4955
1069,232,4974
1070,233,2019
1071,234,1811
1072,234,2200
1073,234,4208
1074,235,282
1075,235,2118
1076,235,2523
1077,235,2916
1078,235,4107
1079,236,1871
1080,236,2058
1081,237,688
1082,237,1055
1083,237,3591
1084,237,3666
1085,237,3718
1086,237,4896
1087,238,3156
1088,238,4443
1089,239,484
1090,239,2953
1091,239,3300
1092,239,3637
1093,239,4422
1094,239,4642
1095,240,1466
1096,240,3762
1097,241,1555
1098,243,258
1099,243,338
1100,243,529
1101,243,2500
1102,243,2695
1103,243,3769
1104,243,3896
1105,243,4195
1106,244,3422
1107,244,4308
1108,245,735
1109,245,3691
1110,245,4727
1111,245,4998
1112,246,1696
1113,246,2862
1114,246,3372
1115,246,3752
1116,247,407
1117,247,713
1118,247,1216
1119,247,2096
1120,247,2891
1121,247,3138
1122,247,4669
1123,247,4681
1124,248,635
1125,248,945
1126,248,1603
1127,248,3303
1128,248,3324
1129,248,4122
1130,249,1449
1131,249,3287
1132,249,4447
1133,250,1048
1134,250,1511
1135,250,2896
1136,250,3606
1137,250,3838
1138,250,4712
1139,251,852
1140,252,863
1141,252,1327
1142,252,1414
1143,252,2364
1144,252,2649
1145,252,4076
1146,252,4470
1147,252,4638
1148,253,1163
1149,253,3803
1150,253,3880
1151,253,4143
1152,253,4466
1153,254,1091
1154,254,1101
1155,254,1681
1156,254,4871
1157,255,276
1158,255,2840
1159,255,3139
1160,256,491
1161,256,3274
1162,256,3486
1163,256,3816
1164,257,599
1165,257,2541
1166,257,4407
1167,258,2901
1168,259,914
1169,259,1240
1170,259,2488
1171,260,438
1172,260,537
1173,260,621
1174,260,1287
1175,260,3096
1176,260,3879
1177,260,3978
1178,261,1196
1179,261,1710
1180,261,2863
1181,262,1155
1182,262,1594
1183,262,2549
1184,262,3015
1185,262,4020
1186,263,2203
1187,264,1983
1188,264,3149
1189,264,3705
1190,264,4220
1191,264,4690
1192,265,286
1193,265,336
1194,265,868
1195,265,1399
1196,265,3321
1197,265,4876
1198,266,616
1199,266,707
1200,266,2616
1201,266,3854
1202,266,3922
1203,266,4826
1204,267,1656
1205,267,4140
1206,267,4363
1207,267,4639
1208,268,966
1209,268,4451
1210,269,1478
1211,269,2184
1212,270,2355
1213,270,3346
1214,270,3626
1215,270,4045
1216,270,4354
1217,271,2059
1218,271,2594
1219,271,3581
1220,271,3858
1221,271,4741
1222,272,2768
1223,273,1328
1224,273,1581
1225,273,1738
1226,273,1875
1227,273,2126
1228,273,2845
1229,273,4427
1230,273,4685
1231,274,554
1232,274,2112
1233,274,2795
1234,274,2930
1235,275,1241
1236,275,3347
1237,276,1344
1238,276,1575
1239,276,2199
1240,276,2992
1241,276,4584
1242,277,3150
1243,277,3667
1244,277,4471
1245,277,4912
1246,278,1531
1247,278,1793
1248,278,3587
1249,278,3873
1250,278,4459
1251,279,3668
1252,280,557
1253,280,764
1254,280,827
1255,280,3800
1256,280,4171
1257,280,4935
1258,281,720
1259,281,1082
1260,281,1182
1261,281,2360
1262,281,2619
1263,281,3340
1264,281,3869
1265,281,4443
1266,282,903
1267,282,1840
1268,282,3016
1269,282,4526
1270,283,2224
1271,283,2559
1272,283,3558
1273,284,343
1274,284,1743
1275,284,2749
1276,284,3588
1277,284,3965
1278,286,1922
1279,286,2521
1280,286,3990
1281,286,4561
1282,287,1594
1283,287,2502
1284,287,2603
1285,288,2437
1286,288,2912
1287,288,3984
1288,288,4241
1289,289,1580
1290,289,1589
1291,290,1140
1292,290,1219
1293,290,1345
1294,290,3325
1295,291,1759
1296,291,3514
1297,292,503
1298,292,903
1299,292,1372
1300,292,3587
1301,293,779
1302,293,1645
1303,293,1937
1304,293,2124
1305,293,2357
1306,293,2424
1307,293,3258
1308,293,3288
1309,293,3955
1310,294,996
1311,294,4465
1312,294,4855
1313,295,2804
1314,295,2954
1315,295,2961
1316,295,4472
1317,295,4596
1318,296,874
1319,296,1177
1320,296,3500
1321,296,3525
1322,296,4007
1323,296,4355
1324,297,559
1325,297,700
1326,297,1175
1327,297,1484
1328,297,1644
1329,297,1708
1330,297,1987
1331,297,2442
1332,297,2567
1333,297,3526
1334,298,1119
1335,298,1887
1336,298,2779
1337,298,3181
1338,298,3868
1339,298,4038
1340,298,4696
1341,298,4802
1342,299,1225
1343,299,1362
1344,299,2585
1345,299,2844
1346,300,1492
1347,300,2048
1348,300,4009
1349,301,418
1350,301,890
1351,301,1861
1352,301,4103
1353,301,4334
1354,302,1429
1355,302,2951
1356,302,3543
1357,302,3934
1358,302,4275
1359,302,4479
1360,303,357
1361,303,590
1362,303,786
1363,303,2100
1364,303,3677
1365,303,3710
1366,303,4685
1367,304,1097
1368,304,1109
1369,304,1445
1370,304,2836
1371,304,3112
1372,304,3423
1373,304,3896
1374,305,529
1375,305,1540
1376,305,2974
1377,305,4687
1378,306,367
1379,306,491
1380,306,1424
1381,306,1549
1382,306,2513
1383,306,3464
1384,306,4380
1385,306,4837
1386,307,317
1387,307,462
1388,307,1459
1389,307,3659
1390,307,3977
1391,308,825
1392,308,1377
1393,308,2853
1394,308,2993
1395,309,349
1396,309,1538
1397,309,3506
1398,309,4172
1399,309,4808
1400,310,1793
1401,310,2485
1402,310,2698
1403,310,4756
1404,311,1157
1405,311,1802
1406,312,327
1407,312,547
1408,312,671
1409,312,2022
1410,312,2861
1411,313,1899
1412,313,2124
1413,313,3546
1414,314,350
1415,314,388
1416,314,1642
1417,314,1782
1418,314,2054
1419,314,2202
1420,314,4272
1421,315,1535
1422,315,2762
1423,315,3955
1424,315,4009
1425,316,520
1426,316,1638
1427,316,2321
1428,316,2549
1429,316,2858
1430,316,2951
1431,316,3650
1432,316,4441
1433,317,1357
1434,317,1754
1435,317,3115
1436,317,4578
1437,318,1789
1438,318,1960
1439,318,2506
1440,318,2775
1441,318,3920
1442,319,1257
1443,319,3876
1444,320,896
1445,320,1223
1446,320,1228
1447,320,2599
1448,320,2958
1449,320,3415
1450,320,3662
1451,321,1151
1452,321,1458
1453,321,1573
1454,321,1671
1455,321,2362
1456,321,3161
1457,321,4564
1458,322,636
1459,322,710
1460,322,1601
1461,322,2054
1462,322,2193
1463,322,3092
1464,322,3551
1465,323,473
1466,323,1103
1467,323,1509
1468,323,2964
1469,323,3783
1470,324,2153
1471,324,3414
1472,324,3790
1473,324,4561
1474,325,4709
1475,326,1977
1476,326,2508
1477,326,3306
1478,327,2358
1479,327,2440
1480,327,4784
1481,328,3404
1482,329,941
1483,329,1722
1484,329,4894
1485,330,773
1486,331,1293
1487,331,2039
1488,332,453
1489,332,1198
1490,332,1264
1491,332,2392
1492,332,3205
1493,332,4403
1494,333,3024
1495,333,3025
1496,333,3164
1497,333,3286
1498,333,4178
1499,333,4889
1500,334,3824
1501,334,4513
1502,335,432
1503,335,1275
1504,335,3855
1505,335,4612
1506,336,593
1507,336,892
1508,336,3276
1509,336,3337
1510,336,4432
1511,337,688
1512,337,3130
1513,337,3714
1514,337,4809
1515,338,1669
1516,338,2874
1517,338,3106
1518,338,4072
1519,338,4150
1520,338,4926
1521,339,1980
1522,339,2476
1523,339,3899
1524,340,408
1525,340,678
1526,340,807
1527,340,1375
1528,340,1609
1529,340,1842
1530,340,1974
1531,340,2605
1532,340,3433
1533,340,4057
1534,340,4659
1535,341,1192
1536,341,1663
1537,341,2140
1538,341,2671
1539,341,3061
1540,341,4944
1541,342,869
1542,342,1573
1543,342,2470
1544,342,2974
1545,342,3760
1546,342,3952
1547,342,3986
1548,342,4864
1549,343,543
1550,343,1378
1551,343,3466
1552,344,427
1553,344,575
1554,344,1330
1555,345,1900
1556,345,2039
1557,345,2466
1558,345,3314
1559,345,3857
1560,346,1138
1561,346,1503
1562,346,3579
1563,346,4401
1564,347,2592
1565,347,3001
1566,347,3661
1567,348,756
1568,348,916
1569,348,1538
1570,348,1750
1571,348,2162
1572,348,2170
1573,348,4083
1574,349,626
1575,349,2958
1576,349,3243
1577,350,1166
1578,350,1558
1579,350,2378
1580,350,2749
1581,350,3031
1582,350,3323
1583,351,511
1584,351,1493
1585,351,3547
1586,351,4438
1587,352,838
1588,352,950
1589,352,1338
1590,352,1992
1591,352,2606
1592,353,853
1593,353,1635
1594,353,2290
1595,353,3253
1596,354,612
1597,354,825
1598,354,2841
1599,354,2921
1600,354,4779
1601,354,4980
1602,354,4991
1603,355,701
1604,355,1188
1605,355,1999
1606,355,3667
1607,355,4259
1608,356,3923
1609,357,1140
1610,357,1179
1611,357,1272
1612,357,1552
1613,357,1691
1614,357,3449
1615,357,3871
1616,357,4267
1617,358,361
1618,358,2462
1619,359,1757
1620,359,1949
1621,359,2390
1622,359,2470
1623,359,2777
1624,359,2920
1625,359,3066
1626,359,4247
1627,360,2050
1628,360,3293
1629,360,3452
1630,360,3702
1631,360,4536
1632,361,1521
1633,361,2037
1634,361,4885
1635,362,690
1636,362,1160
1637,362,1557
1638,362,1571
1639,364,672
1640,364,1436
1641,364,4364
1642,364,4618
1643,364,4822
1644,365,1285
1645,365,4823
1646,365,4895
1647,366,466
1648,366,635
1649,366,1225
1650,366,1481
1651,366,2487
1652,366,4096
1653,367,485
1654,367,2210
1655,367,2781
1656,367,4955
1657,368,1065
1658,368,1769
1659,368,2730
1660,368,3521
1661,369,2464
1662,369,2775
1663,369,2916
1664,369,2941
1665,369,3361
1666,370,477
1667,370,555
1668,370,671
1669,370,1659
1670,370,2176
1671,370,3186
1672,371,2975
1673,371,4683
1674,372,640
1675,372,936
1676,372,974
1677,372,1073
1678,372,1084
1679,372,1322
1680,373,660
1681,373,1786
1682,373,2145
1683,373,3567
1684,373,4110
1685,373,4846
1686,373,4879
1687,374,626
1688,374,1137
1689,374,2212
1690,374,2982
1691,374,3213
1692,375,2230
1693,375,2467
1694,375,3531
1695,375,3994
1696,376,642
1697,376,2042
1698,376,2396
1699,376,3286
1700,376,3650
1701,376,4407
1702,377,838
1703,378,2070
1704,378,2422
1705,378,4624
1706,379,913
1707,379,967
1708,379,2045
1709,379,2500
1710,379,3362
1711,380,849
1712,380,1648
1713,380,3964
1714,381,1069
1715,381,2389
1716,381,4276
1717,382,1371
1718,382,2065
1719,382,3016
1720,383,1902
1721,383,2295
1722,383,2732
1723,383,3963
1724,383,4221
1725,383,4779
1726,384,2353
1727,384,2604
1728,384,2609
1729,384,2642
1730,384,2748
1731,384,4795
1732,385,2912
1733,385,3314
1734,385,3528
1735,386,572
1736,386,906
1737,386,2413
1738,386,3784
1739,387,3046
1740,387,4140
1741,387,4670
1742,387,4834
1743,387,4852
1744,388,399
1745,388,779
1746,388,2538
1747,388,3726
1748,388,4304
1749,389,1150
1750,389,4773
1751,389,4854
1752,390,2837
1753,390,4873
1754,391,2656
1755,391,3084
1756,391,3751
1757,391,4165
1758,392,2265
1759,392,2746
1760,392,3612
1761,392,4141
1762,392,4925
1763,393,2568
1764,393,2890
1765,393,2915
1766,393,3527
1767,394,405
1768,394,818
1769,394,3866
1770,394,4728
1771,395,681
1772,395,3195
1773,395,3593
1774,396,2446
1775,396,3146
1776,397,1346
1777,397,1876
1778,397,2812
1779,397,3007
1780,398,585
1781,398,1246
1782,398,3491
1783,398,3711
1784,398,4070
1785,398,4518
1786,399,543
1787,399,864
1788,399,1669
1789,399,2666
1790,399,3812
1791,400,1403
1792,400,2918
1793,400,4554
1794,400,4896
1795,401,2803
1796,401,4873
1797,402,746
1798,402,842
1799,402,951
1800,402,2107
1801,402,2781
1802,402,2838
1803,402,3293
1804,402,4234
1805,403,1171
1806,403,1776
1807,403,2035
1808,403,3376
1809,404,1413
1810,404,2026
1811,404,2592
1812,404,3285
1813,404,3530
1814,404,3700
1815,404,3748
1816,404,4810
1817,405,1132
1818,405,1178
1819,405,1402
1820,405,1724
1821,405,2348
1822,405,2863
1823,405,3108
1824,405,3205
1825,405,3430
1826,405,4336
1827,405,4498
1828,405,4516
1829,406,2086
1830,406,2426
1831,406,3730
1832,407,1147
1833,407,1381
1834,407,2096
1835,407,2513
1836,407,2633
1837,407,3034
1838,408,2623
1839,408,3299
1840,408,3561
1841,408,3598
1842,408,4816
1843,409,1085
1844,409,1736
1845,409,1957
1846,409,2048
1847,409,2207
1848,409,2264
1849,409,2294
1850,409,2902
1851,409,3663
1852,409,3902
1853,410,2482
1854,410,4141
1855,411,1945
1856,412,2497
1857,412,4728
1858,413,2374
1859,413,2531
1860,413,3687
1861,414,1059
1862,414,2237
1863,414,3568
1864,414,4806
1865,415,3261
1866,415,4148
1867,415,4742
1868,416,1128
1869,416,1568
1870,416,1817
1871,416,3002
1872,416,3258
1873,417,2179
1874,417,2900
1875,417,3715
1876,418,1379
1877,418,1423
1878,418,3580
1879,418,4191
1880,419,1777
1881,419,4222
1882,419,4392
1883,419,4814
1884,420,1066
1885,420,1420
1886,420,2491
1887,420,3774
1888,421,1171
1889,421,1189
1890,421,3670
1891,421,4012
1892,422,591
1893,422,904
1894,422,4264
1895,422,4342
1896,423,701
1897,423,1485
1898,423,2024
1899,423,2304
1900,423,2767
1901,423,3166
1902,424,2237
1903,424,3155
1904,424,3314
1905,424,4901
1906,425,2208
1907,425,2434
1908,425,2939
1909,426,915
1910,426,2968
1911,426,3376
1912,426,4039
