Id, Source, Target
143,320, 1436
144,96, 326
145,106, 1003
146,2578, 3426
147,2435, 4936
148,3000, 3435
149,741, 4108
150,397, 1710
151,734, 2440
152,43, 2455
153,23, 3268
154,933, 2065
155,2000, 4032
156,2364, 2483
157,188, 3469
158,1023, 1861
159,5, 1847
160,428, 4689
161,368, 4249
162,2751, 3980
163,453, 698
164,2494, 2745
165,138, 2072
166,141, 3948
167,1510, 2267
168,96, 248
169,2011, 2039
170,682, 1035
171,27, 1359
172,186, 828
173,4579, 4691
174,1668, 2382
175,1233, 2875
176,174, 728
177,1381, 1424
178,610, 4100
179,140, 336
180,2141, 3719
181,149, 357
182,10, 1342
183,174, 727
184,7, 287
185,1557, 3452
186,2555, 2921
187,7, 282
188,7, 281
189,11, 642
190,913, 2603
191,2750, 3197
192,354, 1144
193,701, 1980
194,30, 499
195,14, 3131
196,31, 463
197,1573, 4387
198,147, 1899
199,1025, 1251
200,1, 1404
201,147, 3502
202,31, 465
203,1581, 1951
204,200, 4905
205,222, 4173
206,364, 3876
207,146, 632
208,435, 803
209,471, 4238
210,1032, 2444
211,3435, 3735
212,20, 4589
213,806, 4234
214,1699, 4958
215,1660, 1735
216,133, 904
217,513, 1478
218,2480, 2758
219,2065, 3638
220,294, 4002
221,10, 1693
222,444, 1696
223,860, 3128
224,571, 3132
225,2708, 3873
226,334, 3127
227,2898, 4731
228,1999, 3111
229,477, 3215
230,191, 1718
231,552, 4013
232,131, 1933
233,16, 3259
234,1002, 2102
235,1266, 4862
236,78, 4569
237,116, 799
238,2079, 2960
239,3156, 3378
240,1419, 4027
241,1556, 3471
242,68, 1535
243,68, 4085
244,1218, 2948
245,495, 3038
246,1547, 3034
247,86, 4581
248,2713, 2943
249,1181, 3933
250,1699, 2779
251,72, 192
252,392, 3940
253,1189, 4240
254,2162, 3268
255,0, 277
256,2079, 4881
257,2298, 3981
258,245, 1189
259,3938, 4456
260,1079, 1517
261,557, 2212
262,429, 683
263,17, 2964
264,3277, 3552
265,1193, 3307
266,997, 1035
267,73, 1574
268,4, 110
269,150, 398
270,1456, 3840
271,350, 687
272,380, 445
273,2367, 2528
274,470, 557
275,2, 1288
276,153, 959
277,1530, 2942
278,1434, 3327
279,1021, 2955
280,45, 1223
281,3687, 4938
282,546, 3738
283,100, 157
284,39, 1735
285,149, 1202
286,90, 2930
287,2148, 3668
288,533, 4374
289,1593, 3185
290,151, 1722
291,17, 2409
292,76, 2191
293,1252, 3725
294,463, 2408
295,2610, 4467
296,364, 4027
297,356, 2952
298,1952, 2220
299,549, 3376
300,7, 3651
301,852, 1483
302,49, 1824
303,106, 4838
304,1347, 1845
305,51, 2111
306,462, 4680
307,1734, 2500
308,1332, 4043
309,551, 1941
310,1503, 1761
311,464, 4095
312,541, 819
313,504, 925
314,667, 4298
315,3403, 3691
316,2, 1995
317,2700, 4947
318,0, 2821
319,4681, 4965
320,2, 11
321,94, 1301
322,2, 13
323,2126, 3665
324,2, 18
325,134, 892
326,859, 3897
327,1386, 2436
328,1110, 4711
329,557, 3973
330,210, 2514
331,1063, 2881
332,7, 1776
333,26, 902
334,29, 870
335,897, 1550
336,7, 1771
337,10, 2010
338,1, 14
339,1112, 2698
340,136, 520
341,1, 11
342,901, 4457
343,3803, 3979
344,1, 12
345,510, 871
346,198, 1361
347,125, 133
348,1050, 3366
349,818, 875
350,2844, 3469
351,1897, 2416
352,3026, 3517
353,8, 3679
354,1349, 2310
355,87, 1002
356,85, 4662
357,736, 3156
358,18, 109
359,127, 2736
360,2574, 2690
361,2818, 5000
362,1945, 4471
363,62, 3025
364,2396, 2935
365,221, 588
366,159, 4016
367,310, 4210
368,79, 1799
369,256, 4853
370,525, 2789
371,62, 3029
372,49, 360
373,320, 1943
374,3414, 3965
375,836, 3453
376,176, 228
377,994, 1968
378,1473, 3330
379,3109, 3129
380,1120, 1683
381,1211, 3115
382,3810, 3979
383,341, 2512
384,521, 1110
385,1567, 2189
386,185, 1060
387,2801, 3687
388,120, 4282
389,3967, 4248
390,265, 655
391,54, 3645
392,42, 3101
393,2186, 2620
394,6, 191
395,2441, 4650
396,155, 2510
397,18, 815
398,11, 3213
399,384, 460
400,896, 4893
401,103, 404
402,261, 2274
403,49, 101
404,1515, 4166
405,624, 2715
406,1635, 2255
407,69, 235
408,14, 3458
409,1241, 4217
410,13, 2696
411,10, 56
412,80, 1271
413,10, 52
414,147, 3625
415,7, 518
416,146, 995
417,2063, 2099
418,375, 1878
419,167, 1896
420,4577, 5002
421,2, 2056
422,111, 1660
423,34, 387
424,3310, 4303
425,90, 1088
426,536, 807
427,17, 198
428,639, 2391
429,536, 803
430,10, 171
431,604, 918
432,1488, 3499
433,360, 1752
434,788, 3822
435,446, 3871
436,2386, 4577
437,1852, 4563
438,2959, 4107
439,1976, 2290
440,220, 883
441,1036, 1663
442,8, 3029
443,85, 3524
444,422, 1903
445,55, 735
446,415, 1102
447,28, 595
448,669, 1762
449,1233, 1539
450,58, 2885
451,284, 890
452,82, 1826
453,215, 3516
454,2104, 3401
455,568, 2043
456,1192, 1328
457,291, 2741
458,265, 1976
459,1636, 2773
460,585, 1398
461,3259, 4411
462,200, 510
463,3548, 3943
464,3385, 4007
465,96, 139
466,2664, 4703
467,1, 439
468,48, 1694
469,25, 830
470,300, 3956
471,3304, 4056
472,30, 795
473,1095, 3113
474,602, 934
475,37, 341
476,1333, 3886
477,279, 297
478,448, 4698
479,923, 1079
480,35, 1396
481,171, 432
482,2860, 4080
483,2766, 3466
484,31, 1110
485,4041, 4637
486,1741, 3800
487,4, 2559
488,309, 4332
489,2074, 4093
490,619, 1100
491,891, 4758
492,86, 275
493,282, 524
494,227, 2911
495,6, 2504
496,111, 3586
497,34, 4944
498,2540, 3172
499,1502, 3000
500,144, 722
501,968, 1659
502,2520, 2552
503,817, 864
504,141, 2480
505,137, 2342
506,389, 1182
507,154, 842
508,1354, 4516
509,30, 3172
510,4288, 4777
511,65, 401
512,739, 1520
513,990, 2552
514,752, 3861
515,22, 1247
516,515, 1916
517,22, 162
518,486, 3044
519,710, 3054
520,549, 1909
521,1010, 4177
522,782, 1839
523,2, 2944
524,1146, 1602
525,0, 16
526,882, 2127
527,20, 108
528,36, 2812
529,265, 2045
530,74, 486
531,232, 1818
532,26, 350
533,0, 19
534,51, 894
535,10, 4672
536,86, 2873
537,2765, 3896
538,1297, 1494
539,1994, 2538
540,9, 412
541,328, 2953
542,658, 4537
543,853, 1434
544,3538, 4374
545,1547, 1859
546,265, 2841
547,254, 1348
548,87, 95
549,256, 1919
550,1177, 1239
551,52, 723
552,3414, 4137
553,709, 4443
554,36, 476
555,537, 767
556,3016, 4525
557,4, 1326
558,21, 1026
559,3645, 4362
560,341, 523
561,1439, 2457
562,2261, 4332
563,31, 1450
564,564, 2193
565,1037, 2441
566,3214, 4690
567,74, 159
568,1226, 4762
569,2530, 3297
570,137, 2210
571,63, 313
572,194, 363
573,778, 4355
574,145, 4384
575,2884, 3381
576,1349, 2669
577,75, 516
578,303, 3921
579,6, 4225
580,1167, 1701
581,33, 2004
582,306, 2865
583,486, 4699
584,1978, 3674
585,307, 2968
586,131, 1094
587,246, 1950
588,3102, 3510
589,107, 2549
590,854, 1240
591,97, 3948
592,825, 3482
593,1134, 2427
594,82, 138
595,671, 5000
596,287, 2363
597,400, 1049
598,43, 518
599,1238, 3507
600,780, 1862
601,43, 514
602,269, 1831
603,139, 515
604,1635, 3518
605,10, 1576
606,471, 717
607,1, 1723
608,360, 700
609,1660, 1698
610,1194, 4262
611,1, 617
612,263, 2044
613,1695, 2561
614,682, 2685
615,499, 911
616,14, 333
617,635, 2236
618,219, 1770
619,768, 2678
620,931, 3147
621,21, 270
622,4, 2767
623,4, 306
624,3285, 3503
625,1171, 3636
626,992, 1993
627,36, 4402
628,60, 379
629,1354, 1586
630,206, 4403
631,1358, 3159
632,134, 409
633,1454, 2439
634,313, 3766
635,903, 1553
636,983, 4531
637,1242, 3281
638,400, 1309
639,698, 4884
640,221, 1279
641,825, 2685
642,140, 676
643,811, 1894
644,1791, 3255
645,2, 3264
646,1370, 3026
647,1973, 2369
648,3701, 4885
649,2176, 3394
650,1229, 1393
651,1141, 2345
652,52, 891
653,1884, 2091
654,2712, 4480
655,150, 2095
656,14, 2308
657,1770, 4034
658,22, 1363
659,421, 3794
660,259, 1539
661,594, 4418
662,81, 851
663,3681, 4532
664,7, 16
665,7, 15
666,7, 14
667,1441, 2849
668,7, 10
669,665, 3997
670,846, 2189
671,2601, 3707
672,363, 745
673,206, 625
674,136, 168
675,401, 1319
676,561, 2891
677,3, 220
678,2316, 2495
679,279, 843
680,164, 2620
681,123, 1232
682,90, 403
683,2394, 2815
684,10, 612
685,10, 347
686,249, 361
687,2011, 3407
688,1781, 2324
689,548, 2236
690,2415, 4244
691,3635, 4792
692,257, 3943
693,353, 2572
694,856, 2548
695,1310, 3596
696,1906, 2681
697,669, 1153
698,483, 3111
699,140, 3247
700,647, 2605
701,876, 1458
702,123, 837
703,1176, 2976
704,123, 831
705,367, 4441
706,1112, 1755
707,158, 2038
708,397, 2174
709,7, 1383
710,1974, 3717
711,33, 994
712,415, 1960
713,1050, 4772
714,461, 2850
715,309, 2100
716,65, 4224
717,62, 609
718,318, 3011
719,14, 1380
720,3, 3713
721,372, 679
722,1, 642
723,23, 1098
724,14, 1389
725,772, 2367
726,10, 2126
727,2063, 3558
728,2063, 3559
729,832, 3456
730,2770, 3637
731,610, 4779
732,503, 2416
733,1138, 3301
734,511, 3059
735,284, 1497
736,155, 1639
737,211, 4228
738,2387, 3106
739,297, 1200
740,198, 3052
741,73, 3339
742,462, 797
743,261, 3847
744,73, 3336
745,2069, 3882
746,41, 1242
747,2948, 3405
748,15, 3133
749,49, 1022
750,2948, 4077
751,193, 655
752,711, 2561
753,919, 3347
754,2935, 3649
755,1473, 2035
756,2241, 3026
757,860, 980
758,45, 2289
759,184, 343
760,55, 1441
761,76, 1050
762,1261, 1588
763,1492, 1663
764,228, 4942
765,139, 3171
766,612, 4699
767,249, 3633
768,110, 3628
769,2209, 2436
770,1311, 4850
771,674, 2628
772,5, 365
773,1080, 1125
774,789, 2570
775,291, 3821
776,13, 3151
777,1840, 1847
778,485, 4370
779,260, 1149
780,1418, 1835
781,921, 2254
782,68, 165
783,371, 2157
784,1261, 2176
785,109, 667
786,34, 55
787,1127, 3186
788,3357, 4199
789,429, 2146
790,1981, 4548
791,2377, 2592
792,34, 59
793,536, 615
794,243, 2343
795,104, 1813
796,596, 1912
797,1390, 2523
798,2308, 4226
799,1721, 2578
800,1534, 1574
801,104, 1819
802,20, 2240
803,283, 956
804,1103, 1608
805,0, 1487
806,3, 2048
807,3, 2049
808,149, 4420
809,1564, 2772
810,3, 2040
811,1632, 3674
812,302, 2965
813,251, 1023
814,1257, 4948
815,4311, 4872
816,590, 4475
817,3632, 4222
818,2525, 3162
819,1, 666
820,2585, 4422
821,597, 2896
822,471, 1201
823,2636, 3774
824,846, 1182
825,10, 2145
826,129, 4632
827,407, 4454
828,413, 4812
829,449, 1542
830,1085, 4247
831,1745, 3356
832,240, 1548
833,6, 3029
834,3032, 4183
835,1747, 5001
836,9, 2213
837,4128, 4670
838,2853, 2954
839,12, 3152
840,303, 1195
841,1668, 2004
842,324, 4415
843,1499, 4020
844,1071, 1629
845,104, 2906
846,630, 3252
847,174, 4241
848,339, 4180
849,2330, 2955
850,19, 1985
851,1594, 2402
852,13, 4683
853,3852, 3942
854,699, 1282
855,2787, 3588
856,41, 142
857,138, 3636
858,130, 1484
859,427, 3620
860,2600, 4704
861,296, 660
862,63, 1466
863,927, 3122
864,1081, 3605
865,1563, 3005
866,10, 1368
867,178, 3046
868,425, 3486
869,519, 1381
870,1164, 1261
871,1773, 1893
872,300, 3501
873,10, 1362
874,1945, 2675
875,1640, 4624
876,892, 1594
877,590, 1822
878,496, 2969
879,30, 964
880,52, 3884
881,773, 4963
882,11, 664
883,453, 948
884,7, 263
885,439, 649
886,17, 3559
887,1895, 3780
888,129, 905
889,3, 1244
890,31, 488
891,237, 4217
892,774, 3689
893,154, 303
894,17, 3555
895,579, 596
896,710, 2261
897,4326, 4365
898,10, 4426
899,129, 309
900,1421, 2353
901,511, 517
902,920, 4785
903,467, 828
904,90, 182
905,1729, 4183
906,1776, 2323
907,3301, 4808
908,632, 848
909,83, 559
910,2446, 3560
911,23, 818
912,2263, 2799
913,13, 1582
914,1999, 3323
915,3811, 3923
916,1964, 2662
917,68, 1044
918,3, 3840
919,3964, 4127
920,71, 318
921,91, 3569
922,2197, 2454
923,3, 1022
924,3, 1020
925,3, 1026
926,1366, 3318
927,197, 229
928,3430, 4776
929,271, 4760
930,1541, 2703
931,177, 252
932,492, 1084
933,2271, 4424
934,554, 1524
935,359, 4239
936,431, 1036
937,1479, 2917
938,177, 255
939,3038, 3157
940,2531, 4441
941,547, 2301
942,1414, 2231
943,2488, 2558
944,64, 4766
945,846, 4911
946,768, 2795
947,30, 217
948,813, 1382
949,38, 1308
950,1887, 2732
951,265, 3179
952,34, 1386
953,398, 540
954,0, 250
955,770, 1743
956,1905, 2522
957,20, 1993
958,590, 2423
959,2629, 3121
960,2317, 4671
961,3116, 4204
962,308, 772
963,71, 2901
964,4114, 4431
965,1962, 3493
966,20, 28
967,20, 29
968,611, 873
969,2238, 4376
970,1951, 3096
971,73, 2090
972,20, 22
973,158, 1436
974,3329, 4256
975,4, 462
976,51, 487
977,20, 1194
978,2036, 4946
979,2167, 4126
980,1256, 1954
981,71, 1018
982,2533, 2867
983,1075, 3159
984,0, 3972
985,100, 173
986,3353, 4737
987,2004, 2984
988,676, 915
989,100, 3318
990,1060, 1550
991,1352, 2428
992,264, 1877
993,57, 1963
994,14, 1176
995,615, 2761
996,528, 1321
997,616, 4179
998,2906, 4456
999,3789, 4330
1000,35, 2034
1001,28, 1500
1002,1164, 1240
1003,52, 3796
1004,85, 1816
1005,139, 189
1006,3960, 4109
1007,445, 2122
1008,1677, 1778
1009,2091, 4485
1010,25, 3569
1011,557, 1285
1012,266, 438
1013,811, 3966
1014,219, 1890
1015,728, 1015
1016,854, 910
1017,34, 2073
1018,13, 3946
1019,1031, 2013
1020,4348, 4938
1021,68, 2346
1022,219, 2010
1023,1, 3422
1024,1762, 4261
1025,1507, 1936
1026,542, 1044
1027,42, 1262
1028,51, 2394
1029,1775, 2878
1030,168, 4800
1031,1, 74
1032,2358, 4939
1033,676, 703
1034,730, 4295
1035,371, 1415
1036,534, 2859
1037,148, 1446
1038,2841, 4880
1039,1078, 3420
1040,322, 683
1041,2180, 2828
1042,33, 1353
1043,4394, 4896
1044,741, 840
1045,1439, 2109
1046,2391, 4911
1047,1065, 1524
1048,694, 3192
1049,927, 3818
1050,149, 1998
1051,149, 1223
1052,151, 251
1053,500, 1535
1054,342, 1005
1055,129, 1958
1056,356, 1446
1057,135, 3699
1058,1180, 4752
1059,1509, 3095
1060,795, 3992
1061,678, 775
1062,1936, 3952
1063,1176, 4526
1064,3426, 3799
1065,1377, 4119
1066,1131, 2494
1067,3403, 4774
1068,2452, 4670
1069,97, 703
1070,684, 805
1071,704, 2689
1072,794, 3723
1073,1622, 3083
1074,656, 704
1075,538, 4924
1076,149, 3591
1077,1163, 3103
1078,298, 1536
1079,452, 4771
1080,8, 124
1081,50, 2762
1082,181, 2509
1083,466, 620
1084,258, 4115
1085,278, 2653
1086,1245, 1507
1087,361, 4679
1088,422, 446
1089,1558, 2369
1090,3225, 4029
1091,179, 3552
1092,3080, 3145
1093,316, 2950
1094,57, 4376
1095,139, 2521
1096,1026, 1412
1097,10, 74
1098,714, 2769
1099,134, 1245
1100,10, 73
1101,380, 4771
1102,3549, 4766
1103,1509, 3899
1104,380, 2213
1105,415, 1383
1106,3, 2458
1107,5, 1241
1108,199, 3689
1109,1199, 4192
1110,301, 1875
1111,3199, 4418
1112,1663, 4304
1113,20, 4442
1114,1026, 1765
1115,247, 413
1116,55, 762
1117,303, 2379
1118,1572, 4867
1119,916, 2628
1120,2628, 3464
1121,7, 3859
1122,2456, 3114
1123,1958, 4928
1124,100, 1321
1125,35, 3118
1126,2138, 4276
1127,246, 3549
1128,1008, 3356
1129,19, 527
1130,49, 343
1131,357, 3110
1132,1982, 4130
1133,1718, 3408
1134,1179, 3220
1135,537, 4079
1136,74, 1778
1137,2503, 4156
1138,1, 2480
1139,1014, 2504
1140,2652, 4430
1141,69, 1271
1142,10, 3152
1143,11, 875
1144,467, 3433
1145,1438, 1649
1146,440, 2798
1147,1967, 3782
1148,933, 2453
1149,760, 4669
1150,1202, 1967
1151,2048, 3960
1152,339, 1421
1153,1969, 4416
1154,2581, 4382
1155,198, 559
1156,158, 701
1157,241, 1355
1158,71, 670
1159,458, 2604
1160,237, 2688
1161,1, 410
1162,533, 1438
1163,50, 4476
1164,15, 1839
1165,1443, 4207
1166,2109, 2952
1167,4009, 4161
1168,2286, 4331
1169,590, 755
1170,161, 1776
1171,1686, 1981
1172,293, 564
1173,293, 566
1174,1122, 1638
1175,9, 1000
1176,3451, 4070
1177,26, 2906
1178,209, 1587
1179,844, 3258
1180,1348, 2565
1181,3, 440
1182,516, 3623
1183,826, 4232
1184,452, 673
1185,3574, 3984
1186,70, 87
1187,726, 3216
1188,151, 821
1189,34, 904
1190,220, 2090
1191,151, 2040
1192,445, 503
1193,455, 793
1194,158, 4116
1195,305, 4471
1196,277, 2492
1197,308, 2728
1198,2942, 4062
1199,675, 3147
1200,146, 719
1201,252, 3546
1202,159, 4831
1203,280, 2686
1204,565, 2282
1205,131, 4531
1206,1116, 3175
1207,41, 351
1208,1146, 2031
1209,523, 2952
1210,602, 1576
1211,1027, 3221
1212,3643, 3978
1213,372, 1136
1214,1086, 1148
1215,4247, 4372
1216,30, 516
1217,160, 2742
1218,49, 2333
1219,41, 601
1220,3652, 4284
1221,20, 127
1222,15, 726
1223,26, 372
1224,68, 202
1225,2173, 3428
1226,2721, 3187
1227,381, 2117
1228,367, 876
1229,26, 379
1230,283, 4050
1231,44, 4655
1232,1704, 2207
1233,1244, 3646
1234,2234, 2355
1235,105, 3399
1236,2580, 2747
1237,9, 388
1238,1311, 4329
1239,27, 3763
1240,75, 282
1241,184, 663
1242,94, 3806
1243,2194, 3277
1244,674, 2140
1245,14, 1927
1246,14, 1925
1247,148, 2562
1248,674, 1547
1249,116, 3468
1250,587, 1864
1251,1654, 3157
1252,98, 694
1253,44, 247
1254,552, 4287
1255,713, 2778
1256,113, 893
1257,32, 492
1258,205, 4905
1259,2578, 4631
1260,19, 4033
1261,682, 4948
1262,1708, 3506
1263,2159, 2546
1264,259, 3018
1265,141, 2200
1266,201, 1149
1267,751, 1354
1268,151, 1243
1269,746, 1617
1270,1808, 3368
1271,281, 764
1272,76, 1679
1273,62, 3303
1274,14, 685
1275,134, 440
1276,110, 2571
1277,118, 462
1278,1595, 4745
1279,6, 1868
1280,2177, 2768
1281,3586, 3932
1282,3, 1767
1283,910, 4353
1284,126, 1754
1285,3500, 4995
1286,3893, 4646
1287,927, 4299
1288,258, 439
1289,881, 2760
1290,3257, 4799
1291,2854, 4070
1292,1503, 2918
1293,1645, 2920
1294,93, 1014
1295,4, 2534
1296,654, 987
1297,320, 1197
1298,2850, 3847
1299,164, 401
1300,499, 1573
1301,165, 2892
1302,556, 716
1303,1310, 1881
1304,237, 4797
1305,131, 4835
1306,45, 3854
1307,244, 1497
1308,1971, 2154
1309,207, 442
1310,195, 424
1311,2770, 4396
1312,73, 826
1313,64, 1678
1314,2935, 4482
1315,516, 3614
1316,244, 1499
1317,291, 4526
1318,4, 320
1319,89, 1208
1320,1567, 2738
1321,21, 3505
1322,91, 700
1323,318, 2386
1324,446, 532
1325,7, 2368
1326,883, 954
1327,525, 4846
1328,2049, 4878
1329,1958, 2253
1330,2838, 3765
1331,206, 812
1332,5, 2538
1333,107, 4244
1334,1889, 4825
1335,936, 1685
1336,101, 240
1337,4, 2658
1338,52, 91
1339,52, 93
1340,38, 65
1341,876, 1082
1342,299, 2412
1343,971, 4797
1344,70, 280
1345,536, 4044
1346,53, 1215
1347,1560, 3191
1348,596, 3168
1349,2517, 2986
1350,2048, 4664
1351,450, 1493
1352,1141, 2323
1353,2850, 4469
1354,7, 899
1355,418, 1057
1356,425, 868
1357,353, 4168
1358,415, 3295
1359,2678, 4028
1360,40, 1136
1361,136, 1939
1362,26, 4506
1363,839, 1226
1364,329, 2271
1365,196, 3067
1366,10, 360
1367,500, 4469
1368,280, 2656
1369,3, 200
1370,1631, 2427
1371,1445, 2909
1372,311, 2172
1373,90, 426
1374,2206, 4294
1375,193, 203
1376,1383, 3680
1377,55, 1268
1378,262, 814
1379,97, 4646
1380,1794, 4122
1381,124, 170
1382,686, 4861
1383,108, 4140
1384,1252, 1551
1385,1055, 4421
1386,802, 1039
1387,19, 480
1388,833, 1817
1389,833, 1816
1390,1981, 2602
1391,66, 1364
1392,6, 2123
1393,1582, 2943
1394,676, 4340
1395,260, 4377
1396,986, 4759
1397,436, 4200
1398,17, 4926
1399,3665, 4721
1400,677, 2081
1401,573, 2237
1402,641, 1606
1403,236, 3339
1404,19, 3955
1405,102, 265
1406,7, 1811
1407,3654, 4922
1408,1, 3611
1409,1511, 2409
1410,1926, 3792
1411,3832, 4311
1412,4209, 4221
1413,41, 42
1414,2806, 3961
1415,1063, 4538
1416,41, 3351
1417,356, 1851
1418,41, 44
1419,296, 4824
1420,7, 34
1421,398, 2412
1422,7, 31
1423,7, 30
1424,7, 33
1425,1049, 1052
1426,611, 3126
1427,289, 4227
1428,818, 2950
1429,1141, 1850
1430,1866, 1946
1431,3188, 3232
1432,533, 3083
1433,4265, 4768
1434,190, 4436
1435,125, 1009
1436,498, 4427
1437,51, 3057
1438,109, 392
1439,25, 148
1440,337, 1258
1441,55, 373
1442,73, 4476
1443,2429, 3565
1444,10, 898
1445,452, 3449
1446,687, 3585
1447,193, 3605
1448,78, 528
1449,412, 1240
1450,182, 2529
1451,40, 2441
1452,5, 345
1453,1243, 3607
1454,2005, 3322
1455,347, 2137
1456,4, 3216
1457,2572, 4816
1458,126, 456
1459,1, 274
1460,126, 455
1461,252, 467
1462,342, 2486
1463,720, 4767
1464,1203, 4184
1465,47, 4586
1466,17, 1106
1467,941, 3742
1468,1050, 3662
1469,1033, 4702
1470,394, 2540
1471,1071, 2062
1472,221, 3593
1473,1847, 4801
1474,366, 3125
1475,287, 3169
1476,1824, 4263
1477,783, 3002
1478,117, 1161
1479,17, 1286
1480,1350, 2614
1481,17, 1284
1482,622, 4328
1483,316, 1534
1484,34, 37
1485,1168, 4136
1486,1999, 2526
1487,1117, 1382
1488,3, 2817
1489,3658, 4482
1490,906, 1034
1491,306, 3064
1492,5, 120
1493,2460, 2986
1494,352, 1037
1495,3095, 4841
1496,1306, 4026
1497,624, 4833
1498,623, 2757
1499,379, 4811
1500,2650, 3379
1501,352, 1039
1502,73, 2754
1503,270, 1222
1504,8, 820
1505,281, 2121
1506,8, 354
1507,8, 823
1508,609, 2612
1509,844, 2601
1510,47, 4764
1511,2386, 2985
1512,226, 947
1513,828, 1575
1514,240, 585
1515,1808, 3808
1516,208, 2527
1517,295, 917
1518,94, 4864
1519,547, 3376
1520,385, 2529
1521,55, 1052
1522,258, 1118
1523,2540, 3474
1524,236, 4967
1525,18, 4268
1526,19, 3580
1527,3329, 3950
1528,893, 1916
1529,455, 1581
1530,363, 2581
1531,646, 1075
1532,2261, 2971
1533,3245, 3736
1534,1802, 3604
1535,133, 1577
1536,1328, 2426
1537,4467, 4745
1538,169, 1752
1539,3018, 4061
1540,7, 3623
1541,624, 4539
1542,10, 2305
1543,1344, 2476
1544,350, 1449
1545,904, 1691
1546,7, 3629
1547,2, 2574
1548,427, 2824
1549,63, 2145
1550,11, 4264
1551,132, 4106
1552,266, 4504
1553,21, 3365
1554,2059, 3489
1555,225, 1987
1556,746, 4521
1557,198, 919
1558,75, 3221
1559,120, 411
1560,834, 4309
1561,2387, 2870
1562,2388, 2703
1563,1561, 3040
1564,403, 516
1565,18, 3078
1566,210, 1537
1567,623, 2367
1568,1625, 4876
1569,1315, 4852
1570,403, 519
1571,1132, 3862
1572,20, 2996
1573,670, 3218
1574,329, 1420
1575,1113, 2297
1576,213, 1689
1577,13, 1835
1578,41, 297
1579,252, 2085
1580,1604, 3054
1581,382, 3321
1582,127, 1095
1583,257, 1214
1584,635, 3005
1585,18, 208
1586,105, 4941
1587,129, 922
1588,2167, 2781
1589,2937, 3574
1590,21, 1695
1591,226, 619
1592,7, 3369
1593,3, 580
1594,91, 1536
1595,2324, 4617
1596,1790, 2762
1597,933, 1136
1598,273, 1903
1599,1342, 2355
1600,41, 3904
1601,2206, 4838
1602,67, 138
1603,948, 1282
1604,2, 1374
1605,1315, 1328
1606,1, 2159
1607,30, 183
1608,391, 1113
1609,109, 2187
1610,3499, 3709
1611,1854, 3479
1612,1681, 2631
1613,1104, 3144
1614,6, 4051
1615,132, 1149
1616,1187, 2060
1617,68, 1064
1618,920, 2690
1619,1166, 3063
1620,2254, 3136
1621,123, 205
1622,117, 496
1623,1494, 4362
1624,4152, 4359
1625,86, 309
1626,1399, 3589
1627,3970, 4610
1628,491, 733
1629,13, 629
1630,365, 1516
1631,126, 2716
1632,26, 4182
1633,239, 1105
1634,71, 2039
1635,469, 4503
1636,1887, 4166
1637,596, 2853
1638,1511, 1580
1639,7, 2494
1640,380, 4552
1641,473, 3922
1642,3745, 4874
1643,956, 3728
